CASE_ID,GPS_NAC_ADOPTER,SURVEY_SOURCE,STATE,HOME,HAVESOLAR,CONSIDEREDSOLAR,CONSIDER_SERIOUSLY,CONSIDER_ACTN1,CONSIDER_ACTN2,CONSIDER_ACTN3,CONSIDER_ACTN4,CONSIDER_ACTN5,CONSIDER_ACTN1_INFL,CONSIDER_ACTN3_INFL,CONSIDER_ACTN4_INFL,DECSN_STATUS,RECONSIDER,RECONSIDER_WHY1,RECONSIDER_WHY2,RECONSIDER_WHY3,RECONSIDER_WHY4,RECONSIDER_WHY5,RECONSIDER_WHY6,RECONSIDER_WHY7,PROMPT1,PROMPT2,PROMPT3,PROMPT4,PROMPT5,PROMPT6,PROMPT7,PROMPT8,PROMPT9,PROMPT10,PROMPT11,PROMPT12,PROMPT13,PROMPT14,PROMPT15,PROMPT_HOME1,PROMPT_HOME2,PROMPT_HOME3,PROMPT_HOME4,PROMPT_HOME5,TIME_CONSIDERED,INST_TALKEDTO,FNDALLINST1,FNDALLINST2,FNDALLINST3,FNDALLINST4,FNDALLINST5,FNDALLINST6,FNDALLINST7,FNDALLINST8,FNDALLINST9,FNDALLINST10,FNDALLINST_REC1,FNDALLINST_REC2,FNDALLINST_REC3,FNDALLINST_REC4,FNDALLINST_REC5,FNDALLINST_WHO1,FNDALLINST_WHO2,FNDALLINST_WHO3,FNDALLINST_WHO4,FNDALLINST_WHO5,INST_QOTE_BUY_TEXT_CLND,INST_QOTE_LSE_TEXT_CLND,MOTIVE1,MOTIVE2,MOTIVE3,MOTIVE4,MOTIVE5,MOTIVE6,MOTIVE7,MOTIVE8,MOTIVE9,INFLNC_SAW,INFLNC_PPLTALK,INFLNC_ADS,INFLNC_OTHKNEW,INFLNC_OTHKNEW_NUM,INFLNC_OTH_MULT1,INFLNC_OTH_MULT2,INFLNC_OTH_MULT3,INFLNC_OTH_MULT4,INFLNC_OTH_MULT5,INFLNC_OTH_MULT6,INFLNC_OTH_MULT7,INFLNC_OTH_ONE1,INFLNC_OTH_ONE2,INFLNC_OTH_ONE3,INFLNC_OTH_ONE4,INFLNC_OTH_ONE5,INFLNC_OTH_ONE6,DIFFICULTY1,DIFFICULTY2,DIFFICULTY3,DIFFICULTY4,DIFFICULTY5,DIFFICULTY6,DIFFICULTY1_STOP,DIFFICULTY2_STOP,DIFFICULTY3_STOP,DIFFICULTY4_STOP,DIFFICULTY5_STOP,DIFFICULTY6_STOP,CONCERN1,CONCERN2,CONCERN3,CONCERN4,CONCERN5,CONCERN6,CONCERN7,CONCERN8,CONCERN9,CONCERN1_STOP,CONCERN2_STOP,CONCERN3_STOP,CONCERN4_STOP,CONCERN5_STOP,CONCERN6_STOP,CONCERN7_STOP,CONCERN8_STOP,CONCERN9_STOP,NPS_PANELS,ECONEVAL,ECONEVAL_SVG_PERIOD,ECONEVAL_SVGS_CLND,ECONEVAL_PYBK,ECONEVAL_PYBK_YRS_CLND,ECONEVAL_ROR,ECONEVAL_ROR_PCT_CLND,F3,WINTER_NOPV_BINNED,SUMMER_NOPV_BINNED,PN1,PN2,PN3,E2,BB1,BB2,BB3,BTE8,BE13,BE10,Co3,PBC7,PBC9,M4,M1,VB1,VB2,VB3,VA1,VA2,VA3,VT1,VT2,VT3,VE1,VE2,VE4,VO1,VO2,VO3,RISK_AVERSION_CLND,DISCOUNTING_CLND,CIJM1,CIJM2,CIJM3,CNS1,CNS2,CNS4,HOME_MOVED_SINCE2009,SQFT_BINNED,EE1,EE2,EE3,EE4,EE5,EE6,EE7,EE8,HMYRS_1,HMYRS_1_CLEANED,HAS_POOL,HAS_AC,STANCE,PEOPLE_TOT_3PLUS,HAVE_KIDS,GENDER,AGE_BINNED,EDUC_BINNED,FINANCIAL,INCOME_BINNED,RETIRED,RETIRED_LAST5YRS,RETIRE_WHEN,RETIRE_WHEN_BINNED
3095,2,4,3,,2,1,3,1,0,0,1,,3,,3,2,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,1,2,0,0,0,0,0,0,1,1,0,0,,,,,,,,,,,1,1,5,4,4,5,4,3,3,1,1,2,2,4,0,,,,,,,,,,,,,,,4,1,3,1,1,3,1,99,1,99,99,0,4,4,3,5,4,3,4,1,1,1,0,0,1,1,1,1,99,99,5,1,1,20,,,,,1,4,5,3,3,3,5,4,5,4,4,3,5,3,1,3,3,3,5,4,4,4,4,5,5,4,5,3,2,2,2,2,3,1,10000,3,1,3,2,1,1,0,1,1,0,1,0,0,0,0,0,3,,0,1,4,0,0,0,4,2,2,2,1,0,,
3096,2,4,4,,4,1,3,1,0,1,1,,3,4,3,2,,,,,,,,,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,,,,,,6,4,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,2,5,4,4,4,4,4,4,2,3,5,4,5,1,,,,,,,,,,,,,,,2,3,3,1,1,1,0,0,1,99,99,99,2,3,3,3,3,2,3,3,2,0,0,0,1,1,98,1,1,0,5,2,,,98,,,,1,6,7,4,2,2,2,3,3,3,4,3,3,3,2,3,3,3,4,2,3,0,3,3,3,3,2,3,3,3,4,3,3,1,,3,3,3,2,3,2,1,4,0,0,0,0,0,0,0,1,3,,0,1,4,0,0,0,4,4,1,2,1,0,,
3097,2,4,3,,2,1,2,0,0,1,1,,,3,4,2,,,,,,,,,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,3,3,3,2,1,1,3,4,4,0,,,,,,,,,,,,,,,2,1,1,1,1,3,0,99,99,99,99,0,4,3,3,3,4,4,3,2,1,1,0,0,1,1,1,0,0,99,4,2,,,1,20,,,1,4,6,2,1,2,1,3,1,3,4,3,3,4,2,3,3,3,2,2,2,4,3,3,3,4,1,1,3,3,3,4,3,1000,5500,2,2,2,3,3,4,1,4,0,0,0,0,0,0,0,1,3,,0,1,4,0,0,0,4,4,1,3,1,0,,
3098,2,5,2,1,2,1,3,1,1,1,1,0,4,4,5,3,,,,,,,,,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,4,3,1,0,1,0,1,1,0,1,0,0,1,,,,,,,,,,,,5,4,3,4,5,5,5,5,4,5,4,5,1,3,2,3,3,2,3,2,3,,,,,,,5,4,4,5,5,5,1,98,0,1,1,1,5,5,4,3,5,5,3,1,1,1,1,98,0,1,0,0,,,11,1,2,800,,,,,1,10,8,5,4,5,5,4,5,5,3,4,5,5,5,3,4,5,5,5,4,5,4,5,5,5,4,5,5,3,4,5,3,600,10000,5,5,4,4,5,5,0,4,1,1,1,1,0,1,1,0,3,,0,1,3,1,1,0,1,3,2,3,0,,98,
3099,2,5,1,1,2,1,2,1,1,0,1,0,3,,3,2,,,,,,,,,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,,,,,,3,2,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,1,2,5,5,5,5,5,4,5,5,4,4,4,3,0,,,,,,,,,,,,,,,4,3,4,4,3,4,1,0,1,0,0,1,4,4,4,3,4,4,5,4,4,1,1,1,1,1,1,1,0,1,6,1,98,,,,,,1,5,6,4,4,4,4,4,4,4,4,4,3,3,4,3,4,3,4,3,4,3,4,3,4,4,4,4,4,4,4,4,4,5,50000,4,3,3,4,4,4,1,3,1,0,1,1,1,0,1,0,2,25,0,1,4,1,1,0,1,3,2,4,0,,2,
3100,2,5,4,1,2,1,3,1,1,1,0,0,4,4,,3,,,,,,,,,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,,,1,,,,,,,,1,0,4,4,5,4,4,4,4,4,4,4,4,4,1,1,,,,,,,,1,0,1,1,1,1,2,2,2,2,1,2,0,0,0,0,,0,2,3,3,3,2,2,3,2,2,1,1,1,1,1,1,0,0,0,9,1,1,75,,,,,1,7,7,4,4,3,3,4,5,4,3,3,3,3,4,3,4,4,4,4,3,4,4,4,4,3,4,3,4,3,4,4,3,200,6000,3,4,3,4,4,3,0,4,1,1,1,1,0,1,1,0,3,,1,0,4,0,0,0,3,3,1,4,0,,2,
3101,2,5,2,1,2,1,3,1,1,0,1,0,4,,4,2,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,,,3,2,1,1,1,0,0,0,0,0,0,0,,,,1,,,,,1,,2,1,5,5,5,5,5,5,5,5,5,4,4,3,1,1,,,,,,,,1,0,1,1,1,1,3,1,4,3,1,2,0,,1,0,,0,5,4,4,5,5,4,5,3,2,0,0,0,0,0,0,0,0,0,9,2,,,1,5,,,1,5,4,5,4,5,4,4,4,5,5,5,5,5,2,3,4,3,5,4,4,5,4,5,5,5,5,4,4,3,3,5,4,5,10000,3,4,4,2,3,3,1,1,0,1,1,0,1,0,0,0,3,,0,1,4,1,1,1,1,2,2,2,0,,1,6
3102,2,5,2,1,2,1,3,1,1,1,1,0,4,4,4,3,,,,,,,,,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,,,,,,4,3,0,0,0,1,0,1,0,1,1,0,,,,,,,,,,,3,3,4,3,3,4,3,2,3,3,3,3,4,3,1,3,2,2,2,2,2,2,2,,,,,,,3,2,3,3,2,3,1,0,98,0,1,0,3,2,3,4,4,2,3,2,3,1,0,1,0,1,0,0,1,98,9,1,98,,,,,,1,9,7,4,3,4,4,3,3,3,4,4,4,3,3,4,4,3,3,4,2,3,3,3,4,4,3,3,3,4,4,4,3,4000,3000,4,3,3,4,4,3,1,4,0,1,1,1,1,0,0,0,1,,1,1,3,1,1,0,1,2,1,3,0,,1,4
3103,2,5,1,1,2,1,3,1,0,0,1,0,3,,3,2,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,4,1,1,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,1,0,5,5,3,5,2,3,2,1,98,2,3,2,1,1,,,,,,,,1,0,1,0,1,1,2,2,2,1,3,1,0,0,1,,98,,4,4,4,4,4,3,4,2,1,98,0,1,0,1,1,98,0,,7,2,,,1,10,,,1,5,11,2,2,3,2,2,1,2,4,4,4,3,3,4,4,98,2,1,1,4,4,4,5,4,1,4,1,4,4,3,4,10,5000,4,3,3,3,3,2,0,4,0,1,1,1,0,0,1,0,98,,0,1,4,0,0,0,2,2,2,5,0,,98,
3104,2,5,2,1,2,1,1,1,1,0,1,0,3,,4,2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,,,3,2,1,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,1,0,5,5,5,4,3,3,3,2,4,2,2,4,0,,,,,,,,,,,,,,,3,2,2,1,2,3,1,1,0,,0,0,3,3,4,4,2,3,3,1,1,1,1,0,1,1,0,0,,,7,1,1,20,,,,,0,3,3,2,4,2,3,4,5,2,3,3,4,4,2,2,3,3,3,4,3,4,2,3,4,5,4,3,3,2,4,4,3,10,10000,4,3,3,3,3,4,1,2,1,0,0,1,0,0,0,0,2,20,1,0,3,1,1,1,1,2,2,2,0,,1,6
3105,2,5,1,1,2,1,2,1,1,1,1,0,3,3,4,2,,,,,,,,,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,1,1,5,4,3,4,4,3,3,2,2,4,3,4,1,2,2,1,3,1,3,3,3,,,,,,,3,1,1,1,1,2,1,,,,,0,4,4,4,4,2,1,1,1,1,1,1,0,1,0,,,,,9,1,1,45,,,,,1,7,7,4,4,2,4,4,4,5,3,3,3,4,4,2,4,4,3,4,3,3,3,4,4,4,4,2,3,2,3,3,3,50,5500,3,4,4,2,2,3,0,2,0,0,0,0,1,0,0,0,2,1,0,1,3,1,1,1,1,4,3,3,0,,1,5
3106,2,5,1,1,2,1,2,1,1,0,1,0,3,,4,2,,,,,,,,,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,1,0,5,4,3,3,2,1,2,2,3,3,4,3,1,3,2,1,2,2,2,2,2,,,,,,,4,1,1,1,1,3,1,,,,,0,5,3,4,1,4,4,3,4,4,1,1,1,,1,1,0,1,1,5,1,98,,,,,,0,5,5,4,5,4,4,4,4,4,2,3,5,3,4,5,4,5,4,4,4,3,5,4,5,5,4,3,4,3,4,5,4,300,7000,4,3,4,3,5,4,0,4,1,1,1,1,1,0,0,0,2,5,1,1,3,1,1,0,1,1,1,3,0,,98,
3107,2,5,1,1,2,1,3,1,1,1,1,0,4,5,4,2,,,,,,,,,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,,,,,,4,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,1,1,5,5,3,5,4,5,4,4,4,4,4,4,0,,,,,,,,,,,,,,,2,1,4,4,2,2,0,,1,0,0,0,2,3,4,1,4,4,4,3,1,0,1,1,,1,1,1,0,,8,1,1,400,,,,,1,9,11,4,4,4,4,5,4,4,4,4,4,4,4,3,2,2,5,4,5,5,5,4,4,4,4,4,4,4,4,4,4,500,5000,3,4,3,4,4,4,0,3,1,1,1,1,1,1,0,0,2,10,1,1,3,1,1,0,1,4,1,3,0,,1,3
3108,2,5,2,1,2,1,4,1,1,1,0,0,3,4,,3,,,,,,,,,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,,,,,,7,1,0,0,1,0,1,0,1,1,0,0,,,,,,,,,,,6,4,5,5,4,5,4,4,5,4,5,5,4,5,1,2,3,2,3,2,3,2,2,,,,,,,4,4,5,5,4,5,1,1,0,1,0,1,5,5,4,5,4,4,5,4,5,1,0,0,0,1,0,0,0,1,9,1,98,,,,,,1,5,6,5,5,4,5,4,5,5,5,5,4,5,4,4,5,4,5,5,5,5,4,5,5,4,4,4,5,5,5,5,4,790,900,5,4,5,5,4,4,0,1,1,1,0,0,1,0,1,0,1,,1,1,2,1,1,0,1,4,1,5,0,,98,
3109,2,5,3,1,2,1,2,1,0,1,1,0,3,4,4,1,1,,,,,,,,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,,,,,,4,3,0,0,1,0,1,0,0,0,1,0,,,,,,,,,,,3,3,5,4,3,5,5,5,3,1,1,4,2,2,0,,,,,,,,,,,,,,,3,1,1,1,1,1,0,,,,,,4,5,4,4,4,3,1,1,1,1,1,0,0,0,0,,,,9,1,98,,,,,,1,7,10,3,3,3,2,3,3,3,4,2,4,2,4,2,4,3,2,2,3,5,2,2,4,2,4,3,3,3,3,3,2,10,10000,3,3,3,3,2,3,0,3,0,0,0,0,0,0,0,1,3,,1,1,3,0,0,0,4,2,2,3,1,0,,
3110,2,5,3,1,2,1,2,1,1,0,0,0,3,,,2,,,,,,,,,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,,,,,,98,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,1,0,4,4,2,3,4,4,4,3,3,3,3,4,1,2,2,1,2,2,2,2,2,,,,,,,2,1,2,2,3,2,1,,1,1,1,0,4,4,4,4,3,3,3,3,1,1,1,1,1,0,0,1,1,,7,1,98,,,,,,0,4,5,4,4,4,5,3,4,3,3,3,4,3,3,3,4,3,5,5,5,5,4,5,3,5,5,2,2,0,2,2,3,10,10000,4,4,4,3,3,3,0,1,1,1,0,1,0,0,1,0,3,,0,1,3,0,0,1,1,2,2,1,1,1,,
3111,2,5,2,1,2,1,2,1,0,1,0,0,3,4,,2,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,1,1,0,0,0,0,0,0,1,1,0,0,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,1,3,4,0,,,,,,,,,,,,,,,3,1,4,4,1,3,0,,0,0,,0,2,3,3,1,4,3,3,3,2,0,0,0,,1,0,0,0,98,8,1,98,,,,,,1,5,5,3,3,3,4,4,3,4,4,4,4,3,2,2,3,3,2,3,4,3,3,2,4,4,2,2,4,3,4,2,4,2,7500,4,3,3,4,4,4,0,3,0,1,0,1,0,0,0,0,2,6,0,1,97,0,0,1,3,1,1,5,0,,1,2
3112,2,5,3,1,2,1,2,1,1,0,0,0,2,,,2,,,,,,,,,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,,,,,,2,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,1,2,2,3,4,4,4,3,3,3,3,3,3,3,1,2,2,2,2,3,2,3,2,,,,,,,2,3,3,3,3,2,0,0,0,1,98,98,2,2,3,3,2,3,3,4,4,1,0,0,0,1,1,1,1,0,8,1,1,100,,,,,0,5,4,1,3,4,2,4,3,5,3,98,3,2,2,2,4,4,3,3,4,4,3,3,4,4,4,4,4,3,4,3,3,200,200,3,3,4,4,2,3,0,,0,0,1,0,0,0,1,0,3,,0,0,3,0,0,0,1,1,1,1,0,,98,
3113,2,5,2,1,2,1,2,1,1,1,1,0,4,4,4,3,,,,,,,,,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,,,,,,2,1,0,0,1,1,1,1,1,0,0,0,,,,,,,,,,,,,5,5,5,5,5,4,4,4,4,4,4,5,0,,,,,,,,,,,,,,,4,4,4,5,5,5,1,1,1,1,1,1,4,4,4,5,5,5,4,4,4,1,1,1,1,1,1,1,1,1,9,1,1,50,,,,,1,11,9,4,5,5,5,4,4,4,4,5,4,5,4,5,4,4,4,4,4,4,5,4,5,5,4,4,5,5,5,4,5,5200,4500,5,4,5,4,5,4,0,4,1,1,1,1,0,0,0,0,1,,0,1,2,1,1,1,1,3,1,5,0,,98,
3114,2,5,2,1,2,1,2,1,1,0,0,0,3,,,2,,,,,,,,,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,,,,,,4,2,1,0,1,0,0,1,0,1,0,0,1,,1,1,,,,,,,12,,4,5,3,4,5,4,4,5,5,3,2,4,1,2,3,2,3,2,2,1,2,,,,,,,4,3,3,2,3,2,1,0,0,98,0,1,2,3,4,2,3,4,3,2,3,1,98,0,0,1,0,1,0,0,11,1,1,35,,,,,1,2,3,4,4,4,2,4,2,5,3,3,3,3,2,3,4,3,4,3,5,4,5,3,4,4,4,4,4,5,5,4,4,85,10000,3,2,2,4,3,3,1,1,1,1,1,0,0,0,0,0,3,,0,1,2,1,1,0,1,2,1,2,0,,1,5
3115,2,5,2,1,2,1,1,1,0,0,1,0,2,,3,2,,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,,,,,,98,1,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,1,0,5,4,3,5,5,3,3,2,2,3,2,2,0,,,,,,,,,,,,,,,4,1,3,2,2,3,1,,0,0,0,98,5,3,3,4,4,2,3,3,2,1,1,1,1,0,0,0,0,0,8,4,,,,,,,1,6,6,5,5,4,5,5,98,5,5,98,3,4,2,5,5,3,5,4,4,5,4,5,4,4,2,1,2,2,2,3,3,10,5250,2,2,4,2,2,3,0,1,1,1,1,1,1,0,0,0,98,,0,1,2,0,0,1,3,2,2,4,0,,1,1
3116,2,5,3,2,2,1,1,1,0,0,1,0,5,,5,3,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,,,6,2,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,2,2,5,4,3,4,5,4,3,4,5,5,4,3,1,1,,,,,,,,1,0,1,0,0,1,5,4,3,4,5,4,1,0,1,0,1,0,5,4,3,4,5,4,3,4,5,1,0,1,0,1,0,1,0,1,11,1,1,200,,,,,1,7,5,4,3,3,4,5,3,5,4,5,4,5,4,4,4,3,5,3,4,4,4,4,5,3,5,3,4,4,3,5,4,5,2,4,5,4,5,3,4,1,1,1,0,0,0,0,0,0,0,1,,0,0,1,0,0,0,1,1,1,1,0,,1,6
3117,2,5,2,1,2,1,3,1,0,1,1,0,1,3,4,2,,,,,,,,,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,4,1,1,0,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,5,5,2,4,4,3,3,1,1,2,1,1,0,,,,,,,,,,,,,,,4,2,3,1,1,4,1,0,1,,,1,4,5,4,4,4,1,1,2,1,1,1,1,0,1,,,0,,7,1,98,,,,,,0,10,9,4,1,3,2,4,1,4,4,3,4,3,5,5,3,2,4,2,4,3,2,3,4,5,2,2,2,4,4,4,3,200,,5,5,4,5,4,5,1,,0,1,0,0,1,0,1,0,2,6,0,1,5,1,1,0,1,2,1,4,0,,98,
3118,2,5,3,1,2,1,2,1,1,1,1,0,2,2,3,2,,,,,,,,,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,,,,,,6,2,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,2,2,4,4,3,4,3,3,3,3,3,3,2,3,0,,,,,,,,,,,,,,,3,3,3,4,4,1,1,0,98,1,0,,3,3,4,5,4,5,5,1,3,1,1,1,1,1,1,98,,98,8,90,,,,,,,1,5,5,1,1,1,1,1,1,1,3,3,3,3,5,5,4,4,1,4,1,4,3,1,5,5,4,1,1,2,5,4,4,0.2,10000,3,2,2,2,2,4,0,1,0,0,0,1,0,0,0,0,3,,0,0,4,0,0,0,4,3,2,2,1,1,,
3119,2,5,4,1,2,1,3,1,0,1,1,0,4,4,4,1,3,1,,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,6,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,4,4,5,5,5,5,5,5,5,3,3,3,0,,,,,,,,,,,,,,,3,3,3,3,3,3,0,0,0,0,0,0,4,3,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,9,1,1,12,,,,,1,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,100,7000,3,3,3,3,3,3,0,1,1,1,1,1,0,0,0,0,2,5,0,1,2,0,0,0,2,4,1,4,0,,1,2
3120,2,5,1,1,2,1,4,1,1,0,1,0,5,,5,3,,,,,,,,,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,,,,,,3,2,1,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,2,0,5,5,5,5,4,4,5,4,5,4,4,4,1,3,3,3,3,3,3,2,3,,,,,,,1,1,3,3,2,3,,,1,1,1,1,4,5,5,5,4,3,2,3,3,0,1,1,1,1,1,1,0,0,11,1,1,400,,,,,1,7,7,3,4,5,5,4,4,5,4,3,5,5,5,4,4,3,4,5,5,3,4,4,5,4,4,4,3,4,4,5,5,500,300,3,4,4,5,5,4,1,2,0,0,1,0,0,0,0,0,1,,1,0,1,1,1,1,1,2,1,3,0,,1,5
3121,2,5,2,1,2,1,3,1,1,0,0,0,4,,,2,,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,,,,,,1,1,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,0,1,5,5,5,5,5,5,5,5,5,5,5,3,1,2,1,1,3,3,3,3,3,,,,,,,4,2,4,2,4,5,1,0,98,98,1,1,5,5,5,5,5,5,2,4,1,1,1,1,1,1,1,1,1,,11,3,,,,,98,,1,7,6,5,5,5,5,5,5,5,5,4,5,98,1,98,98,98,5,5,5,5,4,5,5,5,0,5,5,5,5,5,5,5,5000,4,4,4,4,4,4,0,1,1,0,0,1,0,1,0,0,3,,0,1,3,0,0,1,3,1,1,2,1,1,,
3122,2,5,4,1,2,1,1,1,1,1,0,0,2,1,,2,,,,,,,,,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,,,,,,5,4,0,0,1,1,1,1,1,1,0,0,,,,,,,,,,,,,5,4,4,5,4,4,4,3,4,5,4,4,1,3,2,1,2,2,2,2,2,,,,,,,4,3,4,3,3,4,1,1,1,1,1,1,4,3,5,5,4,3,5,4,4,1,1,1,1,1,1,1,1,1,10,2,,,1,,,,1,2,11,4,3,4,4,3,4,4,5,4,5,5,5,4,3,5,4,4,5,5,5,4,4,3,3,3,4,4,3,5,5,350,450,3,4,5,5,4,4,1,1,0,1,1,1,1,1,0,0,1,,1,1,2,1,1,1,1,4,2,5,0,,1,4
3123,2,5,3,1,2,1,4,1,1,1,1,0,4,5,1,3,,,,,,,,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,,,,,,4,2,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,4,2,5,5,5,4,5,5,4,4,4,5,5,5,1,2,3,3,3,3,3,3,3,,,,,,,5,4,3,4,4,4,1,1,1,1,98,98,5,4,4,5,3,3,2,3,3,0,0,1,0,1,1,1,0,0,8,3,,,,,1,40,1,3,8,3,3,5,2,5,2,2,5,5,5,5,4,2,3,5,1,2,2,1,1,1,3,2,2,2,1,5,2,4,3,500,50000,4,4,2,3,4,2,1,2,1,1,1,1,0,1,0,0,2,10,1,1,5,0,0,0,3,2,3,4,1,1,,
3124,2,5,2,1,2,1,4,1,1,1,0,0,5,4,,3,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,5,2,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,2,1,5,5,5,5,5,5,5,5,2,4,4,4,1,1,,,,,,,,1,0,1,0,1,0,2,3,3,3,3,3,0,0,0,0,0,0,4,3,3,3,3,4,4,4,3,0,0,0,0,0,0,0,0,0,10,2,,,1,3,,,1,7,5,4,3,4,4,4,4,4,4,4,3,4,4,4,3,3,3,3,3,3,3,4,3,4,3,3,4,3,3,3,3,100,50,4,4,3,3,4,4,1,4,0,0,0,0,0,0,0,1,3,,0,1,2,0,0,0,1,2,1,2,0,,1,6
3125,2,5,1,2,2,1,3,1,1,0,1,0,4,,4,2,,,,,,,,,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,8,1,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,1,1,5,5,4,5,5,4,3,3,3,4,4,4,1,1,,,,,,,,0,0,0,0,1,1,4,1,1,1,2,3,1,,,,0,0,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,,8,2,,,1,10,,,1,9,9,3,3,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,3,3,4,3,4,4,100,6000,2,3,3,4,4,4,0,1,0,1,1,0,0,1,0,0,2,10,0,0,3,0,0,0,3,2,2,2,0,,1,3
3126,2,5,4,2,2,1,2,1,1,0,0,0,2,,,3,,,,,,,,,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,,,,4,2,0,0,1,0,0,1,0,0,0,0,,,,,,,,,,,2,0,5,5,4,5,5,5,5,5,4,3,4,1,0,,,,,,,,,,,,,,,3,2,4,5,3,2,0,0,0,0,1,1,2,5,5,2,4,1,1,1,2,0,0,0,0,0,,,,1,11,2,,,98,,,,0,6,5,4,4,1,4,5,5,3,1,5,2,3,4,3,3,4,3,3,4,3,3,3,3,3,3,3,4,3,3,2,3,50,5000,1,2,2,4,4,4,0,,1,1,1,1,0,0,0,0,2,40,1,1,3,1,1,0,1,1,1,3,0,,98,
3127,2,5,4,1,2,1,2,1,0,1,0,0,2,2,,2,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,1,2,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,0,0,4,5,5,3,1,1,2,1,1,2,1,1,0,,,,,,,,,,,,,,,5,1,3,1,1,1,1,,0,,,,4,4,4,4,1,3,3,2,2,1,1,1,1,,0,0,0,0,4,4,,,,,,,1,5,5,1,1,1,1,2,3,3,4,3,4,1,5,4,4,4,2,2,5,3,1,3,1,5,5,1,1,1,4,5,4,1,6000,3,3,3,3,3,3,0,1,1,1,1,1,1,0,0,0,3,,0,1,4,0,0,0,3,1,3,1,1,1,,
